two_methods_bus_other_f, two_methods_bus_other_m, two_methods_trn_car_as_drvr_m, two_methods_train_other_p, two_methods_trn_car_as_drvr_p, two_methods_train_other_m, two_methods_train_other_f, two_methods_trn_car_as_drvr_f, one_method_tot_one_method_f, one_method_car_as_passenger_p, one_method_tot_one_method_m, one_method_car_as_passenger_m, three_meth_othr_three_meth_f, one_method_tot_one_method_p, three_meth_othr_three_meth_p, one_method_car_as_passenger_f, three_meth_othr_three_meth_m, tot_f, one_method_ferry_f, one_met_tram_incl_lt_rail_p, three_meth_trn_two_othr_met_f, tot_m, tot_p, three_meth_trn_two_othr_met_m, one_method_walked_only_m, two_methods_train_bus_m, one_method_walked_only_p, two_methods_bus_car_as_drvr_m, three_meth_trn_two_othr_met_p, two_methods_train_bus_f, two_methods_bus_car_as_drvr_p, one_method_walked_only_f, two_methods_train_bus_p, two_methods_bus_car_as_drvr_f, two_mt_trn_trm_incl_lt_rl_m, two_mt_trn_trm_incl_lt_rl_p, two_methods_bus_other_p, two_mt_trn_trm_incl_lt_rl_f, one_method_ferry_p, one_met_tram_incl_lt_rail_f, one_met_tram_incl_lt_rail_m, one_method_ferry_m, worked_home_p, worked_home_m, worked_home_f, did_not_go_to_work_f, two_methods_bus_car_as_pass_f, one_method_truck_m, one_method_bicycle_p, one_method_truck_p, one_method_bicycle_m, one_method_truck_f, did_not_go_to_work_m, did_not_go_to_work_p, one_method_bicycle_f, method_travel_to_work_ns_f, two_methods_tot_two_methods_f, one_method_other_f, two_methods_tot_two_methods_m, two_methods_trn_car_as_pass_f, one_method_car_as_driver_m, two_methods_tot_two_methods_p, one_method_other_p, one_method_car_as_driver_p, one_method_other_m, one_method_car_as_driver_f, two_methods_trn_car_as_pass_p, sa2_main16, two_methods_trn_car_as_pass_m, two_methods_bus_ferry_f, two_methds_othr_two_methds_f, two_methds_othr_two_methds_m, two_methods_train_tot_p, one_method_train_p, two_methods_train_tot_m, two_methods_bus_ferry_p, two_methds_othr_two_methds_p, two_methods_bus_ferry_m, one_method_train_m, one_method_motorbike_scootr_m, sa2_name16, two_methods_train_tot_f, one_method_train_f, one_method_motorbike_scootr_p, one_method_motorbike_scootr_f, two_mth_bu_trm_inc_lt_rl_m, three_meth_tot_three_meth_f, two_methods_bus_tot_p, two_mth_bu_trm_inc_lt_rl_p, method_travel_to_work_ns_m, method_travel_to_work_ns_p, one_method_bus_f, two_methods_bus_tot_m, one_method_bus_p, three_met_bs_2_ot_met_ex_tr_p, two_methods_bus_car_as_pass_p, two_methods_train_ferry_p, one_method_bus_m, two_methods_train_ferry_m, one_method_taxi_f, three_met_bs_2_ot_met_ex_tr_m, two_methods_bus_car_as_pass_m, two_methods_bus_tot_f, one_method_taxi_p, one_method_taxi_m, three_met_bs_2_ot_met_ex_tr_f, two_methods_train_ferry_f, three_meth_tot_three_meth_m, two_mth_bu_trm_inc_lt_rl_f, three_meth_tot_three_meth_p
0,0,55,3,92,4,0,41,2479,358,3046,165,0,5529,4,195,4,3108,0,0,14,3495,6605,24,16,16,36,3,35,11,5,24,27,5,0,3,0,0,0,0,0,0,281,100,182,330,6,50,12,52,5,3,190,526,3,19,88,13,104,9,2646,192,39,4758,22,2116,18,"212031457",9,0,13,20,144,207,78,0,29,0,105,11,"Narre Warren South (East)",64,94,11,0,0,14,15,0,27,43,24,3,49,0,6,0,25,0,0,0,3,7,3,3,0,0,25,0,39
0,0,43,4,70,0,3,30,1844,298,2664,101,0,4501,0,193,0,2314,0,3,39,3099,5407,22,52,54,110,3,63,67,6,53,120,0,33,52,0,21,0,3,0,0,121,69,54,193,4,27,22,27,16,0,153,341,9,24,157,9,161,19,1982,321,35,3189,22,1204,32,"212041310",20,0,13,15,282,692,140,0,24,0,386,12,"Clayton South",139,311,12,0,0,41,15,0,28,50,60,10,94,0,9,0,40,0,4,0,4,9,21,19,0,0,28,0,65
0,0,60,0,98,0,0,40,2758,396,3663,178,0,6428,0,216,0,3463,0,0,29,4147,7608,31,15,34,36,0,60,34,0,20,66,0,7,9,0,3,3,0,0,0,233,70,164,358,10,66,7,71,7,0,208,563,0,34,116,13,131,13,3163,248,33,5502,20,2339,16,"212031458",3,0,13,19,192,284,103,0,35,0,154,16,"Narre Warren South (West)",92,129,16,0,0,33,18,0,49,76,38,3,64,4,14,0,23,0,3,0,4,10,12,13,3,0,32,0,63
0,0,57,7,117,3,3,55,1902,297,2447,94,0,4347,0,198,0,2458,0,0,30,2867,5321,36,26,40,51,3,67,39,3,28,75,0,0,3,0,3,0,0,0,0,137,55,84,273,13,33,33,33,30,0,166,440,0,26,145,8,147,20,1965,287,25,3427,19,1464,31,"212041309",10,0,12,25,236,366,116,0,38,0,206,7,"Clarinda - Oakleigh South",118,164,7,0,0,31,21,0,25,49,41,6,89,3,16,0,48,0,3,0,4,12,10,6,3,0,36,0,68
3,5,41,3,68,0,3,26,2940,686,6315,365,0,9255,0,325,0,3665,0,0,33,7076,10741,42,120,72,265,6,77,78,7,143,148,0,16,30,7,17,8,0,0,3,225,91,125,336,18,92,37,96,34,0,293,630,0,55,173,22,211,13,5067,392,80,7055,60,1985,28,"212041311",14,0,23,56,273,600,147,0,76,0,351,18,"Dandenong",133,248,16,0,0,33,41,0,112,167,189,16,375,0,23,0,185,0,15,0,10,26,34,23,0,0,42,0,77
0,0,58,3,99,0,0,42,3075,439,4490,196,0,7561,4,239,4,3809,0,3,27,5072,8881,21,16,35,54,10,47,33,13,38,68,4,0,5,0,3,0,3,0,0,212,74,141,394,15,66,20,66,17,0,258,655,3,44,135,11,152,17,3903,286,44,6461,31,2560,18,"212041312",4,0,20,41,200,291,105,0,58,0,161,18,"Dandenong North",93,131,18,3,0,27,33,3,65,111,80,11,143,3,20,0,66,0,6,3,3,15,17,13,0,0,23,3,52
0,0,42,4,57,3,0,23,1771,264,2789,104,0,4558,0,166,0,2188,0,5,38,3166,5350,19,33,38,51,3,51,34,3,16,75,0,12,31,0,17,0,3,3,0,87,43,46,208,6,26,17,33,13,3,143,349,4,26,97,8,129,8,2235,227,34,3452,25,1224,17,"212041459",3,0,6,21,186,589,102,0,35,0,292,9,"Noble Park - East",85,294,9,0,0,41,12,0,51,75,45,6,75,0,6,0,37,0,9,0,0,8,23,13,0,0,19,0,58
0,0,152,4,244,4,0,91,4465,668,5622,241,0,10092,3,433,3,5458,0,3,55,6381,11846,59,42,34,84,4,112,29,7,47,62,3,5,11,0,6,0,0,0,0,337,118,214,481,11,81,24,81,26,3,263,747,3,39,202,19,266,30,4824,466,59,8461,38,3641,51,"212041314",16,0,32,39,373,551,213,0,73,0,289,14,"Keysborough",154,254,16,0,0,58,22,0,46,85,69,10,126,3,10,0,52,0,3,3,5,15,14,10,0,0,59,0,115
0,0,28,0,50,0,0,20,1090,147,1497,64,0,2591,0,84,0,1360,0,0,10,1697,3063,16,13,12,22,0,22,7,0,14,19,0,3,6,0,0,0,0,0,0,76,26,52,146,3,25,8,25,8,0,78,217,0,19,49,3,67,8,1277,112,21,2177,17,897,7,"212041316",3,0,11,7,80,126,48,0,20,0,60,7,"Noble Park North",28,69,7,0,0,10,8,0,27,43,27,7,45,0,3,0,15,0,0,0,0,4,10,5,0,0,16,0,22
0,0,44,11,77,4,5,35,2676,520,4169,183,0,6849,0,338,0,3362,0,5,55,4739,8099,30,94,74,185,10,85,82,8,88,159,0,13,35,0,23,0,0,3,0,186,71,114,266,16,71,32,70,30,0,209,473,4,48,205,18,181,21,3258,384,63,5012,43,1756,26,"212041317",3,0,27,33,298,716,139,0,61,0,359,18,"Springvale",164,359,16,0,0,57,25,0,73,122,104,7,192,3,16,0,83,0,4,3,0,18,36,32,0,0,32,0,84
0,0,45,3,66,3,0,24,1896,371,2523,158,0,4419,0,209,0,2288,0,3,39,2831,5123,23,21,31,42,3,64,35,7,24,62,4,3,4,0,3,0,0,0,0,89,38,59,176,15,43,11,47,9,0,102,275,0,22,97,5,119,10,2111,213,22,3586,18,1476,22,"212041318",13,0,9,19,160,233,90,0,24,0,106,4,"Springvale South",72,126,5,0,0,39,29,0,30,55,45,10,86,0,18,0,38,0,7,0,8,14,6,4,0,0,23,0,63
0,3,48,9,84,4,0,39,2481,449,3595,187,0,6074,3,262,3,3090,0,3,31,4115,7204,26,26,57,77,11,54,59,17,48,112,6,17,31,3,9,0,0,3,0,144,51,87,295,3,42,10,40,6,0,185,484,3,43,156,13,187,12,2888,337,43,4706,36,1817,17,"212041460",10,0,25,39,252,635,133,0,60,0,343,12,"Noble Park - West",122,288,12,0,0,31,25,0,71,115,43,12,76,3,9,0,31,0,6,3,4,12,14,9,3,0,28,0,62
0,4,111,17,180,10,11,68,3139,334,3688,121,0,6823,4,215,4,4076,0,28,56,4417,8500,39,72,35,133,0,96,40,0,59,77,0,29,63,3,35,0,16,11,0,336,165,174,462,7,25,84,25,71,0,256,718,15,27,218,11,230,25,2776,450,42,5083,26,2307,34,"212051319",11,0,29,19,376,916,203,0,51,0,485,39,"Ashwood - Chadstone",176,433,38,0,0,55,20,3,40,69,76,10,135,6,7,0,58,0,7,0,5,13,21,12,3,0,41,3,97
8,3,67,14,100,9,4,37,2566,325,3612,116,0,6175,0,210,0,3469,0,10,75,4431,7896,84,348,116,661,3,158,120,7,312,236,4,32,56,15,28,0,3,10,0,186,96,91,469,13,23,88,23,71,0,335,798,15,17,258,10,268,27,2371,527,39,3845,33,1478,30,"212051320",5,0,11,25,444,836,232,0,37,0,505,22,"Clayton",217,330,26,5,5,75,44,6,33,47,194,16,301,0,22,0,105,0,11,0,7,30,24,16,0,0,84,3,158
0,0,102,9,173,6,3,71,3168,401,3855,153,0,7024,3,251,5,4130,0,12,50,4805,8935,82,77,109,160,5,130,64,5,88,173,0,26,50,0,20,6,5,7,6,492,249,238,417,9,22,43,22,43,0,267,683,3,41,217,20,312,30,2981,530,59,5401,39,2422,43,"212051321",14,0,16,44,444,737,263,0,60,0,442,20,"Glen Waverley - East",185,296,20,0,3,53,24,3,39,81,79,6,146,6,13,0,71,0,3,3,0,16,16,8,3,0,87,3,143
0,0,80,11,141,12,0,61,3063,362,3643,125,0,6703,0,236,0,3909,0,8,30,4465,8372,61,88,73,207,7,100,50,7,114,120,3,42,74,0,28,0,0,7,0,408,202,211,370,14,19,38,19,34,0,261,637,8,25,198,11,258,15,2772,460,34,5022,22,2254,37,"212051322",18,0,26,33,376,818,216,0,56,0,479,23,"Glen Waverley - West",157,339,27,0,3,33,26,7,35,59,91,14,154,4,12,0,65,0,3,3,3,16,12,6,0,0,67,3,100
0,0,46,13,84,12,3,41,2312,438,3526,198,0,5837,0,242,0,2900,0,4,42,4062,6961,30,36,38,75,6,73,50,8,36,89,3,18,43,0,21,0,5,0,0,144,57,86,252,0,57,12,57,10,0,203,451,4,57,148,11,164,10,2782,313,47,4354,34,1570,22,"213011334",8,0,21,29,250,760,123,0,45,0,356,11,"St Albans - North",128,399,9,0,0,42,15,0,77,138,25,7,47,0,3,0,23,0,9,0,4,4,20,14,0,0,30,0,73
0,0,80,6,144,7,0,62,2551,266,2956,95,0,5509,0,176,0,3328,0,14,33,3571,6894,33,39,34,84,0,69,32,3,46,69,3,19,47,0,28,0,10,7,0,324,152,174,365,3,18,54,18,53,0,236,600,7,21,175,11,170,19,2289,344,23,4235,16,1942,31,"212051323",12,0,23,14,301,703,151,0,35,0,382,11,"Mount Waverley - North",146,313,18,0,0,38,11,0,24,47,49,0,76,3,5,0,28,0,8,0,0,11,9,3,0,0,35,0,73
0,0,82,15,140,8,3,54,3005,300,3633,117,0,6640,3,185,3,3915,0,9,29,4389,8308,39,58,58,132,3,66,48,4,69,103,0,23,49,0,28,3,0,4,3,410,203,206,467,6,31,83,31,65,0,262,731,20,36,164,15,210,18,2761,379,34,5043,20,2282,24,"212051324",7,0,12,20,336,853,183,0,31,0,493,22,"Mount Waverley - South",147,357,27,0,0,29,10,3,43,70,66,7,131,0,7,0,58,0,3,0,0,4,7,3,0,0,39,3,72
0,3,136,4,221,4,0,82,3205,340,4015,132,0,7221,0,209,0,4057,0,3,49,4751,8813,56,41,64,76,7,102,47,5,38,109,0,7,10,3,0,0,0,3,0,305,132,170,430,4,57,22,54,19,0,246,669,4,37,165,15,261,18,3477,423,40,6184,23,2704,23,"212051325",7,0,12,28,359,340,209,0,34,0,190,21,"Mulgrave",148,149,21,3,0,52,31,0,42,83,82,20,122,3,17,0,43,0,0,0,14,5,14,16,0,0,56,0,103
0,3,73,30,142,22,3,69,3635,374,4506,150,0,8139,3,228,0,4723,0,3,66,5352,10070,63,112,111,235,3,130,82,8,117,190,3,43,69,3,29,4,0,3,4,340,138,197,543,14,48,101,49,83,3,311,855,17,30,246,13,293,26,3273,542,51,5805,36,2533,28,"212051326",7,0,20,31,463,1225,253,0,49,0,651,36,"Oakleigh - Huntingdale",206,576,37,0,0,74,32,7,32,62,136,12,231,3,10,0,94,0,9,0,0,18,15,14,4,0,68,4,140
0,0,161,3,248,3,0,88,3219,354,3730,109,0,6947,0,241,0,4182,0,5,41,4599,8778,48,37,75,77,4,97,46,7,41,118,3,0,3,0,3,3,3,3,3,512,231,274,411,5,40,39,40,31,0,248,652,6,34,199,13,305,24,3223,501,41,5971,28,2748,36,"212051327",9,0,27,38,414,311,259,0,61,0,192,15,"Wheelers Hill",159,127,15,0,0,48,28,0,36,65,48,12,86,4,16,0,38,0,4,0,11,10,7,7,0,0,54,0,95
0,0,58,3,96,0,0,42,1591,258,2054,89,0,3640,0,170,0,2005,0,0,31,2365,4375,27,16,27,32,3,58,22,3,15,52,0,3,3,0,3,0,0,0,0,108,25,84,187,3,27,7,27,7,0,124,314,0,15,103,12,110,19,1746,213,18,2945,13,1199,17,"213011329",3,0,10,18,173,309,86,0,24,0,134,7,"Cairnlea",89,179,7,0,0,31,7,0,23,42,15,3,25,0,3,0,13,0,0,0,0,3,12,10,0,0,27,0,58
0,0,36,4,60,4,0,28,2173,310,2799,126,0,4976,0,183,0,2664,0,5,20,3191,5851,20,21,25,44,4,38,19,4,23,42,0,4,19,0,12,0,5,0,0,121,50,72,275,3,48,16,49,13,3,165,438,3,39,81,13,110,10,2371,191,31,4165,18,1795,21,"213011332",14,0,9,21,146,306,80,0,36,0,166,16,"Keilor Downs",63,140,17,0,0,20,10,0,48,89,10,6,22,3,0,0,12,0,5,0,0,4,19,14,0,0,22,0,42
0,0,47,0,81,0,0,32,1668,289,2427,120,0,4101,0,173,0,2135,0,0,35,2804,4945,31,7,31,26,0,58,49,0,20,77,0,3,7,0,8,3,0,0,4,83,32,52,222,4,34,4,34,3,0,142,370,3,42,114,0,104,8,2090,220,26,3405,19,1312,12,"213011333",4,0,13,18,183,248,86,0,28,0,109,8,"Kings Park (Vic.)",99,140,10,0,0,34,4,0,71,108,18,3,45,0,7,0,21,0,0,0,0,4,10,8,0,0,31,0,64
3,0,100,7,222,4,0,120,3785,617,5287,239,0,9073,3,382,3,4863,3,10,75,6028,10888,51,37,47,82,10,130,65,9,40,119,0,10,38,3,28,3,12,0,0,220,68,156,493,10,78,20,81,19,0,325,818,3,66,281,17,228,27,4468,506,58,7350,44,2882,43,"213011330",13,0,27,34,424,679,182,0,58,0,314,18,"Deer Park - Derrimut",242,368,24,4,0,74,22,0,69,138,61,12,113,0,9,0,47,0,9,0,0,14,35,24,0,0,53,0,133
0,0,25,4,54,3,4,29,1322,220,1696,82,0,3020,0,136,0,1658,0,0,18,1925,3587,10,3,19,10,0,31,28,0,7,48,0,3,6,0,3,0,0,0,0,64,18,43,158,0,26,4,31,8,0,95,251,0,21,89,5,75,12,1454,158,18,2486,8,1032,22,"213011331",5,0,11,22,131,213,52,0,27,0,89,3,"Delahey",72,126,5,0,0,18,4,0,31,50,19,3,22,0,3,0,11,0,0,0,0,4,13,8,0,0,10,0,31
0,0,51,0,103,0,0,51,1846,241,2659,105,0,4504,3,134,3,2473,0,3,43,3128,5601,37,41,47,84,3,80,53,9,38,101,0,3,11,5,7,0,4,0,0,166,62,110,281,0,38,47,34,42,0,172,456,6,31,162,6,155,17,2203,311,23,3634,15,1428,28,"213021343",11,0,18,15,246,229,121,0,38,0,98,33,"Altona North",123,131,35,5,10,48,32,20,41,70,86,11,159,4,0,0,70,0,3,0,0,17,15,9,4,0,40,11,90
0,0,47,4,74,3,0,24,2011,248,2676,112,0,4683,0,137,0,2532,0,3,36,3075,5606,17,20,28,47,6,50,27,6,32,60,0,18,36,0,21,0,6,0,0,119,44,74,294,0,39,6,35,4,0,179,474,0,23,92,9,130,15,2145,221,26,3600,14,1451,17,"213011339",5,0,10,19,187,659,101,0,22,0,305,13,"Sydenham",86,351,13,4,0,40,8,0,31,59,15,4,33,0,7,0,18,0,0,0,3,0,12,8,0,0,21,0,53
0,0,29,0,58,0,0,24,2036,375,3115,175,0,5156,0,206,0,2559,0,3,39,3536,6093,27,31,31,75,0,66,44,0,50,71,0,26,58,0,27,0,3,0,0,92,24,64,221,0,37,15,37,11,0,167,391,0,58,132,8,130,22,2419,263,41,3713,30,1300,26,"213011335",8,0,10,33,218,799,93,0,40,0,365,11,"St Albans - South",125,440,11,0,0,39,3,0,67,125,41,6,61,0,4,0,19,0,0,0,3,0,33,31,0,0,27,0,67
0,0,35,16,80,9,3,53,2237,204,2709,88,0,4951,4,116,3,2890,0,0,21,3135,6025,19,57,20,119,4,36,27,6,62,48,3,16,43,0,32,0,0,0,0,221,84,138,329,8,27,57,28,50,0,179,510,6,16,145,13,115,16,2039,263,28,3619,23,1580,20,"213021341",8,0,8,26,216,800,85,0,37,0,376,24,"Altona",126,423,25,3,0,24,9,0,18,36,28,3,46,3,8,0,18,0,6,0,4,6,12,6,0,0,21,0,43
0,0,61,11,135,7,8,67,3194,372,4079,157,0,7278,3,212,0,4120,0,4,74,4782,8906,43,24,57,68,3,116,57,9,39,115,3,25,40,3,23,0,0,4,0,188,60,128,484,3,43,45,47,34,3,330,811,10,35,205,20,214,25,3386,419,41,5930,22,2544,39,"213021342",11,0,21,45,337,659,166,0,64,0,334,29,"Altona Meadows",178,319,34,3,0,75,15,3,53,89,39,7,77,0,7,0,34,0,3,0,0,13,9,7,0,0,48,0,118
0,0,71,24,114,14,7,37,2907,431,3901,202,0,6804,5,226,4,3758,0,4,54,4564,8315,44,40,59,125,0,98,73,3,88,129,0,9,19,0,7,3,0,8,3,231,87,146,437,7,50,35,50,34,0,289,726,4,33,170,9,195,15,3155,367,31,5394,25,2242,27,"213051362",13,0,20,25,304,626,164,3,48,0,322,28,"Hoppers Crossing - South",143,299,30,0,0,58,15,0,51,82,34,7,50,0,6,0,14,0,10,0,0,8,21,13,0,0,46,0,102
0,0,33,4,61,3,3,34,1504,286,2134,94,0,3644,0,186,0,1931,0,6,42,2477,4412,25,33,36,56,0,64,41,6,26,75,4,3,11,0,5,0,4,4,0,108,44,68,161,3,28,16,29,13,3,117,278,6,38,123,10,102,20,1783,219,23,2883,15,1104,29,"213011337",4,0,6,21,179,223,77,0,26,0,104,17,"Sunshine North",104,119,17,0,0,42,9,0,60,91,55,3,95,0,3,0,44,0,3,0,3,9,14,8,0,0,27,0,62
3,0,139,4,244,4,0,103,3423,437,4278,164,0,7699,5,274,0,4406,0,4,56,4993,9400,53,24,42,59,0,113,53,11,35,87,5,6,9,4,7,4,4,0,0,310,111,201,469,9,54,17,54,12,0,252,720,9,33,226,13,250,24,3725,469,43,6542,31,2820,34,"213041463",10,0,25,46,384,421,196,0,65,0,202,21,"Caroline Springs",187,218,21,0,0,58,19,0,47,84,51,6,78,0,7,0,32,0,0,0,5,14,12,13,0,0,53,0,111
0,0,31,5,54,7,3,22,1322,187,2023,73,0,3341,0,110,0,1742,0,0,31,2377,4120,21,33,48,82,3,51,50,3,57,100,0,33,61,0,24,0,0,0,0,81,35,46,198,3,13,40,13,29,0,118,316,11,22,131,11,139,15,1482,265,24,2291,15,814,16,"213011336",0,0,5,15,226,554,112,0,23,0,291,15,"Sunshine",115,268,18,0,0,31,10,3,38,64,55,5,104,0,4,0,45,0,3,0,0,7,22,23,0,0,21,0,51
0,0,66,12,114,6,3,51,2310,443,3461,185,3,5764,3,261,0,2968,0,6,59,4002,6963,38,33,61,71,5,99,74,3,40,134,0,0,16,0,15,0,5,3,0,157,63,89,267,3,34,37,35,28,3,199,462,7,44,197,8,171,20,2887,371,24,4588,17,1696,31,"213011338",13,0,26,26,308,448,146,0,48,0,205,16,"Sunshine West",165,240,20,0,0,63,11,0,68,104,48,5,73,3,3,0,27,0,4,3,0,4,15,8,0,0,45,0,104
0,0,51,0,95,0,0,44,3433,393,4274,165,3,7705,3,225,0,4202,0,3,28,4883,9089,37,16,38,59,3,59,24,9,39,61,5,7,20,3,9,3,0,0,3,235,92,149,444,3,54,23,56,24,0,289,731,4,40,113,9,138,15,3699,254,32,6561,25,2865,27,"213011340",10,0,15,27,199,529,108,0,41,0,261,12,"Taylors Lakes",89,268,12,0,0,28,17,0,42,82,17,4,28,3,6,0,14,0,0,0,0,13,14,10,0,0,40,0,69
0,0,60,48,134,31,11,78,3432,292,4053,120,0,7486,6,177,4,4585,4,3,46,4800,9381,32,59,54,120,0,85,61,3,62,107,0,46,104,0,60,4,4,0,3,443,157,292,531,6,28,236,28,198,0,265,798,42,27,256,11,244,20,2835,506,45,5221,27,2379,29,"213021344",10,0,24,50,421,1412,194,0,69,0,693,66,"Newport",230,725,70,3,0,55,7,0,36,62,17,3,40,3,4,0,21,0,6,0,0,6,17,11,0,0,38,0,89
0,0,34,3,55,4,0,23,848,101,1088,46,0,1942,0,51,0,1125,0,0,19,1293,2416,28,8,12,16,3,50,11,4,6,24,0,3,3,0,4,0,0,0,0,66,24,45,138,3,14,9,20,4,0,76,208,4,8,60,0,67,14,909,129,15,1600,13,691,22,"213021345",8,0,4,10,109,160,57,0,13,0,74,11,"Seabrook",52,80,11,0,0,19,4,0,16,25,7,3,13,0,3,0,3,0,0,0,0,3,3,4,0,0,28,0,50
0,0,50,28,97,17,11,45,2818,238,3157,77,0,5970,0,156,0,3718,0,4,34,3837,7559,24,99,35,234,0,58,25,0,137,62,0,35,69,0,35,3,6,0,0,445,192,251,442,0,12,165,12,126,0,264,707,40,24,152,17,169,11,2253,323,41,4203,23,1952,19,"213021346",5,0,18,27,270,994,140,0,43,0,505,21,"Williamstown",133,493,28,4,0,36,3,0,29,56,10,0,29,0,3,0,17,0,3,0,3,0,15,13,0,0,29,0,63
0,0,56,32,111,19,13,58,1951,203,2564,72,0,4515,3,134,0,2700,0,8,39,3159,5861,69,58,84,130,0,107,91,0,76,176,0,28,52,0,27,3,6,4,3,159,66,101,354,4,18,193,18,153,0,215,570,37,28,222,10,217,17,1647,448,25,2782,11,1136,20,"213031351",8,0,7,22,391,860,191,0,31,0,447,39,"West Footscray - Tottenham",203,407,54,11,4,41,23,14,22,53,128,7,223,3,3,0,97,0,3,0,0,17,17,14,3,0,69,13,111
0,0,79,12,155,7,4,74,2562,406,3594,156,0,6158,0,249,3,3453,0,19,87,4352,7802,87,64,169,138,7,170,148,15,71,315,5,11,30,3,16,0,7,11,0,182,71,114,330,7,33,95,36,72,0,209,540,22,48,315,12,332,23,2819,642,38,4601,29,1782,41,"213031347",18,0,27,35,541,439,283,0,62,0,212,51,"Braybrook",266,233,58,7,9,87,39,15,57,104,182,18,311,0,11,0,126,0,3,0,3,23,17,10,0,0,88,7,173
0,3,166,29,278,20,7,115,3707,569,4892,193,0,8600,7,370,3,4992,0,4,104,5953,10943,92,48,155,115,0,199,102,4,66,254,3,17,33,3,15,0,3,0,0,480,169,313,510,3,42,50,48,40,3,317,831,4,24,320,15,429,51,3981,749,63,6786,43,2801,70,"213051465",15,0,23,49,664,864,370,0,71,0,453,47,"Point Cook - North",292,411,49,0,0,106,9,0,44,77,23,5,42,0,0,0,20,0,0,0,0,3,10,12,0,0,99,0,204
0,0,19,41,35,28,7,17,2702,262,3568,91,0,6270,0,175,0,3710,4,54,98,4535,8246,118,177,147,395,0,216,137,3,215,284,3,131,247,3,121,7,37,19,3,238,111,127,396,0,13,294,13,198,0,313,711,99,29,356,9,370,23,1937,728,30,3127,21,1191,30,"213031348",5,0,28,27,639,1709,331,0,53,0,913,61,"Footscray",304,798,73,11,12,100,30,22,51,75,156,14,275,4,3,3,119,3,6,5,0,22,30,21,0,0,116,12,217
0,0,43,44,96,23,14,55,3041,249,3363,92,5,6408,10,160,5,4007,0,9,41,4048,8059,33,116,70,243,0,72,75,0,127,146,0,62,118,0,56,3,6,3,4,357,144,210,449,3,13,246,16,193,3,250,706,53,16,249,16,236,18,2117,490,40,3976,21,1857,27,"213031352",8,0,25,28,426,1489,205,0,55,0,721,51,"Yarraville",222,770,62,6,0,43,10,5,11,29,30,5,52,0,3,0,16,0,6,0,0,4,23,22,0,0,35,0,76
0,0,63,9,101,9,0,34,3440,409,4208,192,0,7650,0,218,0,4393,0,3,33,4917,9307,28,86,21,163,3,65,7,3,72,28,0,10,22,0,11,0,0,3,0,345,126,216,572,0,100,14,100,14,5,351,924,0,44,83,7,157,9,3562,241,37,6455,29,2890,15,"213041353",3,0,12,48,176,409,108,0,55,0,188,18,"Bacchus Marsh",71,216,20,0,0,34,4,0,37,80,26,4,32,3,4,0,9,0,0,3,0,0,5,3,0,0,31,0,70
0,0,94,8,179,8,0,84,3794,485,4767,204,0,8560,3,284,3,4820,0,6,41,5426,10243,37,28,44,48,3,75,39,6,21,81,3,5,23,0,10,3,3,3,3,251,71,181,585,5,93,3,93,3,0,308,894,0,29,190,15,205,29,4072,397,49,7238,25,3168,42,"213041355",7,0,18,40,327,542,162,0,62,0,273,24,"Hillside",161,266,24,0,0,41,13,0,26,60,29,7,43,0,6,0,15,0,7,0,0,9,18,11,0,0,41,0,84
0,0,42,3,69,0,0,30,2698,398,3650,210,0,6353,4,184,4,3423,0,3,39,4187,7612,32,52,22,108,0,76,18,3,57,40,0,5,23,0,12,0,3,0,0,204,69,133,415,4,90,15,96,10,4,267,681,8,40,91,11,111,4,3110,203,37,5367,26,2265,9,"213041356",5,0,11,30,152,255,75,0,42,0,109,19,"Melton",73,144,22,3,0,39,11,0,58,96,24,3,45,0,8,0,17,0,0,0,3,6,7,0,0,0,37,0,79
0,0,48,8,85,3,5,40,2336,300,2788,82,3,5122,0,219,0,3174,0,260,76,3488,6665,82,56,54,139,3,152,57,10,75,111,3,135,278,0,148,0,160,97,0,186,77,103,337,0,16,102,16,76,0,207,550,21,14,302,15,298,7,2258,598,41,3916,24,1650,16,"213031349",10,0,35,31,504,271,247,0,61,0,118,39,"Maribyrnong",254,156,40,5,15,80,34,21,36,45,23,19,46,5,8,0,18,0,6,3,3,19,9,3,5,0,84,10,163
0,0,35,35,59,19,13,31,1849,138,2097,40,0,3952,0,90,0,2469,0,6,30,2544,5019,18,89,41,179,0,51,42,0,91,88,0,46,96,0,51,0,3,3,0,193,85,107,293,4,11,229,11,165,0,144,444,66,17,165,4,168,9,1227,336,21,2279,16,1059,9,"213031350",4,0,17,22,292,1007,147,0,39,0,506,21,"Seddon - Kingsville",141,497,29,4,0,34,11,5,20,39,28,0,45,0,4,0,19,0,7,0,0,10,8,4,0,0,24,5,53
0,0,37,0,78,0,0,41,979,138,1306,46,0,2285,0,87,0,1241,0,0,17,1499,2739,14,10,14,16,0,31,15,0,7,31,0,4,3,0,0,0,3,0,0,74,23,53,120,0,19,3,19,0,0,76,195,0,8,68,4,67,6,1089,142,17,1866,12,777,6,"213041462",3,0,10,15,117,189,56,0,22,0,103,3,"Burnside Heights",60,86,3,0,0,16,3,0,6,15,10,3,17,4,3,0,6,0,0,0,3,0,6,4,4,0,12,0,31
